Species,Average_Length_m,Maximum_Length_m,Average_Weight_kg,Maximum_Weight_kg,Lifespan_years,Swimming_Speed_kmh,Bite_Force_N,Gestation_Period_months,Number_of_Teeth,Diet_kg_per_week
Sand Tiger Shark,3.08,3.01,149.38,289.3,15,23.85,2774.87,9,180,49.46
Great White Shark,4.18,6.26,1163.73,2381.58,64,58.12,19526.73,12,307,217.39
Sand Tiger Shark,3.23,3.33,144.79,315.17,15,25.71,3214.02,8,194,49.31
Great White Shark,4.24,6.89,1027.58,2273.26,70,58.41,16790.49,12,295,188.79
Sand Tiger Shark,2.76,3.03,148.72,284.7,14,25.95,2760.73,8,201,49.9
Great White Shark,4.41,6.58,1102.64,2288.91,67,50.45,17443.1,10,295,206.47
Sand Tiger Shark,3.21,2.91,167.08,312.95,15,22.53,2891.36,9,215,47.62
Great White Shark,4.63,5.88,1096.74,2143.36,72,52.18,16238.23,10,281,190.59
Sand Tiger Shark,2.87,3.07,163.96,307.32,13,23.14,3233.14,9,182,50.25
Great White Shark,4.18,6.02,1164.43,2404.83,70,60.63,18251.61,12,315,213.44
Sand Tiger Shark,3.07,2.97,174.3,279.38,13,24.32,2860.48,8,180,53.47
Great White Shark,4.3,5.87,1206.21,2147.64,68,60.71,18064.58,13,294,205.39
Sand Tiger Shark,3.22,3.15,154.61,297.99,16,25.33,2866.66,8,220,52.33
Great White Shark,4.83,7.04,1061.12,1989.87,65,60.11,19145.87,11,290,204.71
Sand Tiger Shark,2.77,3.01,173.71,292.59,15,24.23,2856.53,8,188,53.05
Great White Shark,4.17,6.45,1003.5,2086.0,77,50.61,16772.76,13,305,189.8
Sand Tiger Shark,3.18,3.21,145.55,272.99,14,24.28,2836.22,9,182,54.46
Great White Shark,4.16,6.38,1114.71,2257.49,64,58.58,19470.06,11,271,210.23
Sand Tiger Shark,2.97,2.91,170.89,325.14,13,24.41,2862.81,8,220,45.71
Great White Shark,4.09,5.93,1072.86,2160.49,69,55.53,18573.01,12,294,189.32
Sand Tiger Shark,3.18,3.08,154.31,272.99,13,25.91,3189.51,9,212,51.14
Great White Shark,4.85,6.32,1049.63,2089.21,77,60.12,17255.01,13,304,210.86
Sand Tiger Shark,2.95,3.47,154.75,324.87,14,23.62,2729.4,8,202,45.95
Great White Shark,4.07,5.9,1114.35,2276.72,65,53.2,16772.48,11,303,195.1
Sand Tiger Shark,2.75,3.19,170.06,295.89,14,25.65,3246.76,9,215,45.16
Great White Shark,4.79,6.49,1028.84,2383.25,72,52.59,16744.56,11,282,194.92
Sand Tiger Shark,3.05,3.06,173.01,292.14,15,22.08,3084.28,8,184,53.03
Great White Shark,4.66,6.13,1047.03,2305.37,66,61.34,16881.82,13,321,185.75
Sand Tiger Shark,2.89,3.01,167.59,292.82,15,24.24,2710.84,9,209,52.1
Great White Shark,4.85,6.98,1057.96,2123.84,77,50.73,19192.14,13,302,191.63
Sand Tiger Shark,2.95,3.28,163.89,304.05,15,22.34,3047.12,9,188,52.13
Great White Shark,4.17,6.75,1185.04,2147.65,67,59.44,18209.83,10,305,210.81
Sand Tiger Shark,3.26,3.15,154.06,312.8,15,24.71,3214.04,9,213,51.27
Great White Shark,4.68,5.77,1140.67,2259.79,73,56.47,16855.85,12,296,214.66
Sand Tiger Shark,3.02,3.43,160.16,291.87,16,22.57,2932.0,8,199,53.13
Great White Shark,4.13,6.13,1067.79,2102.83,65,54.0,17723.86,12,315,185.17
Sand Tiger Shark,3.2,3.36,148.14,310.9,13,23.76,3022.32,9,199,47.2
Great White Shark,4.59,6.99,1145.42,2253.44,71,54.75,16779.05,11,309,180.36
Sand Tiger Shark,2.77,2.94,153.73,301.67,14,22.45,3156.15,8,212,48.22
Great White Shark,4.51,6.53,1171.9,2228.94,73,51.9,18412.9,12,288,215.3
Sand Tiger Shark,2.78,3.5,144.55,273.18,15,22.52,3267.1,9,216,45.7
Great White Shark,4.49,5.78,1008.32,2352.32,69,54.85,16599.35,10,299,197.12
Sand Tiger Shark,3.01,3.35,155.16,296.1,16,25.34,3231.41,9,217,53.43
Great White Shark,4.45,6.54,1094.44,2406.54,75,57.96,17277.92,12,294,203.07
Sand Tiger Shark,3.1,3.24,149.67,274.39,13,23.8,2910.74,9,207,48.81
Great White Shark,4.34,5.82,1203.81,2042.47,70,55.79,18686.37,12,317,216.36
Sand Tiger Shark,2.71,3.38,168.83,328.72,14,23.59,2932.29,9,215,47.3
Great White Shark,4.39,6.26,1166.14,2276.83,71,58.77,19474.04,11,280,216.85
Sand Tiger Shark,3.13,3.08,159.04,315.68,13,23.04,3291.92,9,209,50.33
Great White Shark,4.5,6.57,1027.94,1989.2,70,53.62,19156.62,13,325,189.42
Sand Tiger Shark,3.28,3.51,168.17,283.64,14,21.65,3121.61,8,193,45.99
Great White Shark,4.7,7.03,1024.47,2036.33,69,57.39,17932.36,11,307,217.49
Sand Tiger Shark,3.13,3.42,168.07,326.6,13,22.66,2754.06,9,193,50.39
Great White Shark,4.24,5.78,1084.54,2027.61,76,54.52,17604.85,13,315,197.63
Sand Tiger Shark,2.71,3.31,151.4,298.1,14,26.16,2813.13,8,220,53.06
Great White Shark,4.05,6.1,1033.6,2114.74,72,51.96,17590.45,11,273,198.85
Sand Tiger Shark,2.79,3.28,153.48,311.43,16,23.54,2776.13,9,207,53.19
Great White Shark,4.47,5.99,1077.15,2417.46,71,59.97,19175.24,12,300,197.0
Sand Tiger Shark,2.93,2.96,169.92,276.94,13,24.55,2808.96,9,217,52.25
Great White Shark,4.24,6.16,1008.71,2151.72,74,57.26,18659.46,13,295,210.6
Sand Tiger Shark,3.18,3.13,148.01,273.15,14,23.63,3062.86,8,200,50.53
Great White Shark,4.29,6.71,1122.76,2022.59,67,50.79,19638.69,11,315,189.8
Sand Tiger Shark,2.87,3.13,148.04,284.63,15,26.0,2962.14,9,215,48.74
Great White Shark,4.51,5.98,1126.36,2151.73,67,51.37,18388.21,12,290,194.48
Sand Tiger Shark,3.12,3.41,158.44,290.02,14,23.66,2759.1,8,194,52.09
Great White Shark,4.86,6.89,1032.87,2385.38,73,54.95,19757.78,10,278,216.26
Sand Tiger Shark,3.19,3.19,152.16,298.59,16,25.55,3125.47,8,202,50.19
Great White Shark,4.84,6.28,1093.98,1989.54,75,60.79,16824.69,12,284,192.65
Sand Tiger Shark,2.89,3.27,165.5,287.09,16,22.03,2971.29,9,193,54.92
Great White Shark,4.47,6.21,1030.22,2380.48,69,58.81,17693.47,13,284,196.95
Sand Tiger Shark,2.87,3.5,151.62,276.2,15,23.41,2947.14,9,208,49.09
Great White Shark,4.16,6.56,1094.0,1989.47,70,61.52,18414.14,10,295,193.78
Sand Tiger Shark,3.06,3.08,175.98,296.29,14,25.28,2796.74,8,209,48.35
Great White Shark,4.11,5.87,1044.57,2241.49,74,58.04,18984.46,12,314,188.44
Sand Tiger Shark,2.75,3.33,155.2,316.6,15,22.0,3151.17,9,205,52.23
Great White Shark,4.48,6.19,995.73,2318.21,68,50.54,19783.21,10,300,201.52
Sand Tiger Shark,3.08,3.44,148.98,284.75,15,25.06,2926.13,8,205,52.95
Great White Shark,4.15,5.85,1017.18,2328.12,64,60.3,18539.28,10,288,217.69
Sand Tiger Shark,3.24,3.45,170.42,313.22,15,24.32,3130.1,8,212,46.24
Great White Shark,4.17,7.01,1181.12,1984.44,72,58.63,19760.61,12,271,200.05
Sand Tiger Shark,3.28,3.38,154.75,275.84,15,23.12,3070.82,8,195,53.42
Great White Shark,4.81,6.22,1153.92,2270.69,66,54.24,17161.99,11,308,202.43
Sand Tiger Shark,3.19,3.0,154.86,294.99,13,24.5,2818.0,8,200,52.16
Great White Shark,4.54,6.78,1160.55,2177.58,64,52.65,19433.2,13,311,217.3
Sand Tiger Shark,3.0,3.21,164.22,319.85,13,24.9,2994.64,8,200,45.01
Great White Shark,4.2,6.05,1154.5,2134.05,75,60.4,19035.64,13,314,218.69
Sand Tiger Shark,2.9,2.97,154.64,306.21,16,24.17,3039.64,8,186,50.56
Great White Shark,4.5,5.99,1140.48,2408.34,70,54.41,17475.28,11,274,188.48
Sand Tiger Shark,2.82,2.98,157.57,296.17,13,26.12,2848.69,9,208,51.76
Great White Shark,4.34,5.96,1061.36,2363.22,69,51.7,18317.99,12,323,216.3
Sand Tiger Shark,3.22,3.3,161.27,320.24,13,22.82,3076.54,8,198,46.06
Great White Shark,4.37,6.46,992.76,2177.1,64,56.91,17321.47,11,290,180.08
Sand Tiger Shark,3.22,3.29,148.99,327.76,15,25.62,3036.64,9,205,52.58
Great White Shark,4.25,6.14,1083.01,2010.71,69,59.51,19574.15,11,285,194.33
Sand Tiger Shark,3.0,3.0,172.48,282.97,13,26.05,3150.61,8,199,48.1
Great White Shark,4.72,5.83,1085.05,2027.62,68,52.45,18568.28,10,330,184.2
Sand Tiger Shark,3.09,3.37,151.33,275.18,14,22.79,2848.79,9,198,46.28
Great White Shark,4.73,5.82,1031.75,2136.64,71,57.68,19733.02,10,314,213.73
Sand Tiger Shark,2.7,2.88,155.29,306.56,13,23.11,2993.11,8,215,54.7
Great White Shark,4.37,6.02,1187.17,2253.18,76,56.94,18409.14,10,283,213.84
Sand Tiger Shark,2.87,3.01,162.62,278.24,13,23.6,2762.35,9,204,53.29
Great White Shark,4.9,6.35,1056.9,2180.44,69,52.8,16296.53,12,315,212.71
Sand Tiger Shark,2.83,3.1,146.79,325.1,15,23.71,2954.37,9,180,49.18
Great White Shark,4.92,6.06,1095.84,2114.79,69,58.28,18318.13,11,316,214.48
Sand Tiger Shark,2.72,3.16,144.17,323.96,14,22.68,2961.5,8,187,45.85
Great White Shark,4.39,6.28,1060.0,2053.56,77,53.63,17702.09,13,322,182.83
Sand Tiger Shark,2.86,3.05,169.53,312.84,14,21.69,3125.06,9,219,49.45
Great White Shark,4.57,6.84,1131.21,2378.38,63,58.73,17127.37,13,296,203.96
Sand Tiger Shark,2.87,3.42,161.77,312.05,15,25.73,3288.05,9,191,48.55
Great White Shark,4.11,7.01,1107.1,2161.17,70,54.87,18630.88,13,297,187.45
Sand Tiger Shark,2.73,3.45,175.88,323.19,14,26.38,2783.76,9,204,47.69
Great White Shark,4.09,6.03,1177.85,1989.53,66,61.22,17364.72,10,328,207.89
Sand Tiger Shark,3.25,2.94,150.75,273.12,15,23.45,2762.9,9,198,51.04
Great White Shark,4.31,6.83,1061.86,2348.83,65,59.9,18492.45,12,328,211.51
Sand Tiger Shark,2.94,3.48,146.28,303.15,15,23.13,2998.27,9,207,45.54
Great White Shark,4.6,6.75,1037.08,2333.48,66,53.43,18861.05,11,291,192.15
Sand Tiger Shark,2.92,3.14,173.03,325.15,14,24.69,3142.37,8,201,53.2
Great White Shark,4.87,6.05,1192.33,2086.0,68,60.86,19502.04,10,325,199.8
Sand Tiger Shark,3.11,3.1,152.09,297.24,16,22.21,2859.23,9,189,49.04
Great White Shark,4.32,6.66,1120.99,2145.76,69,60.87,17144.91,10,276,191.33
Sand Tiger Shark,2.83,3.16,159.6,305.3,14,22.57,3182.37,8,191,47.99
Great White Shark,4.79,6.92,1043.01,2077.52,68,57.57,17262.22,10,303,207.52
Sand Tiger Shark,2.82,3.05,146.5,310.77,14,21.88,3067.45,8,193,50.28
Great White Shark,4.49,6.06,1166.58,2317.19,77,56.02,16235.49,11,329,182.98
Sand Tiger Shark,3.2,2.92,151.09,310.38,15,25.41,3148.62,8,190,52.62
Great White Shark,4.55,6.95,1035.76,2130.03,68,61.6,16729.99,13,311,184.51
Sand Tiger Shark,2.97,3.18,167.85,297.67,14,25.32,3255.97,8,216,52.83
Great White Shark,4.33,6.1,1092.41,2388.77,67,56.58,16623.07,12,325,194.03
Sand Tiger Shark,3.04,2.92,174.38,319.66,16,23.08,3053.11,8,213,49.06
Great White Shark,4.85,5.87,1106.48,2169.48,71,60.95,19705.45,11,281,212.81
Sand Tiger Shark,3.11,3.16,159.23,304.75,15,24.66,3194.38,9,207,52.56
Great White Shark,4.88,6.34,1041.64,2006.25,66,54.22,16673.31,12,319,207.32
Sand Tiger Shark,3.0,3.12,160.22,283.6,13,25.48,3143.63,9,189,48.63
Great White Shark,4.57,6.09,1004.7,2231.71,68,51.18,17899.65,11,288,195.35
Sand Tiger Shark,3.05,3.18,145.46,311.65,14,24.67,2818.27,8,190,54.56
Great White Shark,4.92,6.4,1121.82,2089.85,75,60.22,19314.53,12,315,219.33
Sand Tiger Shark,3.09,3.33,162.68,287.94,13,25.21,2812.1,8,212,50.88
Great White Shark,4.63,5.94,1078.16,2079.96,65,50.46,19301.17,12,300,191.83
Sand Tiger Shark,3.25,3.27,172.65,316.89,14,25.84,3061.71,8,199,53.67
Great White Shark,4.22,5.91,1152.26,2050.89,66,53.16,18793.62,13,305,201.46
Sand Tiger Shark,2.77,3.02,145.14,284.99,13,22.44,3164.57,8,217,46.58
Great White Shark,4.31,7.0,1019.68,1982.49,63,56.91,19751.6,11,325,210.05
Sand Tiger Shark,3.28,3.3,174.04,272.32,16,22.49,2920.02,9,199,51.69
Great White Shark,4.78,5.84,1068.51,2074.76,77,57.52,18003.52,13,272,184.7
Sand Tiger Shark,2.71,3.07,175.89,275.76,13,21.77,3254.43,8,195,54.67
Great White Shark,4.16,5.78,1160.74,2003.47,73,53.35,18839.41,13,277,217.93
Sand Tiger Shark,3.07,3.47,151.63,314.03,14,25.39,3133.66,9,210,47.17
Great White Shark,4.8,5.9,1042.45,2032.26,71,50.5,16536.39,12,311,210.85
Sand Tiger Shark,3.21,3.31,147.56,270.01,15,25.9,2883.37,8,193,49.82
Great White Shark,4.28,6.63,1201.74,2182.79,76,52.04,19133.5,12,299,186.0
Sand Tiger Shark,2.81,3.26,163.1,314.02,13,23.07,3192.72,9,183,52.9
Great White Shark,4.69,6.09,1164.47,2251.58,71,50.9,16630.25,13,291,206.92
Sand Tiger Shark,2.9,3.24,166.5,313.53,15,24.5,2832.46,8,183,54.75
Great White Shark,4.81,5.98,1018.05,2015.74,73,51.62,18548.08,13,327,190.45
Sand Tiger Shark,2.84,2.93,164.18,326.96,16,25.03,3112.58,9,180,50.39
Great White Shark,4.62,6.04,1151.0,2293.29,72,56.75,19678.18,13,289,199.45
Sand Tiger Shark,2.8,3.23,162.04,317.84,14,23.24,3017.0,9,211,53.77
Great White Shark,4.33,6.04,1084.67,2140.02,68,54.69,18993.2,11,296,203.51
Sand Tiger Shark,2.76,2.9,165.14,283.22,14,23.2,3149.26,9,182,48.4
Great White Shark,4.54,6.21,1201.61,2080.08,68,54.42,16509.3,12,315,183.97
Sand Tiger Shark,3.03,3.32,175.66,295.38,15,21.75,2729.4,9,192,54.11
Great White Shark,4.81,6.15,997.99,2329.27,71,55.87,19474.31,13,271,202.1
Sand Tiger Shark,3.24,3.5,155.32,272.15,15,25.33,3063.36,9,202,46.28
Great White Shark,4.07,5.91,1105.99,2195.84,72,50.86,16745.12,11,284,211.93
Sand Tiger Shark,2.97,3.4,164.63,311.86,14,22.45,3015.49,9,198,47.97
Great White Shark,4.43,6.05,1151.32,2294.24,67,52.95,18581.47,11,322,185.24
Sand Tiger Shark,3.27,3.51,161.34,317.86,15,23.35,2922.82,8,219,51.72
Great White Shark,4.81,6.5,1122.86,2258.48,76,57.16,18397.17,12,317,200.4
Sand Tiger Shark,3.08,3.08,168.13,282.22,13,25.1,2914.96,9,220,48.76
Great White Shark,4.07,6.17,1179.03,2026.22,69,59.66,16349.12,12,297,203.85
Sand Tiger Shark,3.15,3.03,170.85,271.47,15,26.11,3116.03,9,205,54.44
Great White Shark,4.55,6.71,1132.76,2361.94,71,58.18,17908.64,12,311,210.48
Sand Tiger Shark,2.7,3.43,175.58,282.57,14,25.69,3006.41,8,184,51.95
Great White Shark,4.58,6.63,1158.51,2010.07,63,59.38,18925.42,13,288,198.77
Sand Tiger Shark,3.29,3.31,147.24,274.31,14,22.47,3047.49,8,201,47.69
Great White Shark,4.78,6.29,1120.6,2294.66,66,52.23,17343.17,10,322,213.31
Sand Tiger Shark,3.11,3.46,174.15,311.3,14,24.92,3191.11,8,202,47.5
Great White Shark,4.1,6.27,1051.55,2380.15,76,59.83,19026.87,11,271,182.18
Sand Tiger Shark,3.23,2.91,162.06,309.28,13,24.45,2751.44,8,205,52.74
Great White Shark,4.58,6.65,1137.33,2384.78,76,56.96,19012.21,11,293,211.44
Sand Tiger Shark,2.79,2.98,173.16,273.94,13,22.98,3072.52,9,201,48.56
Great White Shark,4.94,5.91,1049.26,2041.41,64,57.42,17739.38,10,306,180.4
Sand Tiger Shark,3.15,2.99,173.88,307.54,16,24.35,3076.8,8,210,53.41
Great White Shark,4.41,5.92,1141.72,1987.43,74,54.54,19508.03,11,306,187.82
Sand Tiger Shark,3.27,3.49,153.51,288.21,14,23.95,3162.09,8,216,50.25
Great White Shark,4.2,5.99,1173.21,2205.36,72,58.67,16654.88,13,292,211.36
Sand Tiger Shark,3.25,3.43,157.66,276.98,13,25.39,2945.31,9,210,45.3
Great White Shark,4.39,7.03,1086.29,2126.22,76,53.82,16694.66,12,285,193.46
Sand Tiger Shark,2.78,3.26,167.49,316.8,15,23.92,2973.55,8,198,53.72
Great White Shark,4.15,5.87,1090.53,2136.46,67,60.75,19007.01,12,273,203.81
Sand Tiger Shark,3.04,3.15,148.35,277.26,15,23.32,3293.52,8,205,52.54
Great White Shark,4.33,6.46,1191.89,2059.63,63,58.07,16327.47,13,288,213.46
Sand Tiger Shark,2.94,3.49,171.12,310.44,14,23.48,3272.59,9,182,50.97
Great White Shark,4.05,7.0,1004.01,2140.68,65,51.89,17802.71,10,276,192.51
Sand Tiger Shark,2.81,3.25,153.23,321.22,15,23.82,2723.96,8,203,46.87
Great White Shark,4.13,7.0,1013.99,2224.56,67,57.23,18944.8,12,278,212.02
Sand Tiger Shark,3.23,3.31,158.69,314.68,15,24.31,3031.32,8,195,48.28
Great White Shark,4.84,6.95,1059.85,2314.21,77,56.13,19583.86,10,307,182.57
Sand Tiger Shark,2.8,2.9,161.8,304.98,13,22.98,3141.7,8,194,53.62
Great White Shark,4.6,6.57,1179.95,2025.59,67,51.23,18092.68,12,307,201.39
Sand Tiger Shark,2.93,3.29,155.73,318.25,15,23.31,2712.25,8,182,54.26
Great White Shark,4.09,7.01,1090.79,2138.23,68,51.06,18979.54,13,307,194.51
Sand Tiger Shark,3.23,2.93,160.61,277.88,13,25.16,2780.1,8,208,47.11
Great White Shark,4.49,6.64,1071.52,2063.49,71,52.45,16529.7,12,321,185.39
Sand Tiger Shark,3.07,3.31,163.82,300.51,13,25.47,2741.38,8,191,49.94
Great White Shark,4.9,6.69,1065.51,2080.11,76,54.1,16840.52,11,277,181.9
Sand Tiger Shark,3.22,2.92,150.82,307.04,15,26.0,3125.87,9,212,51.58
Great White Shark,4.27,6.84,1066.22,2365.76,74,58.85,19420.25,10,273,200.17
Sand Tiger Shark,2.73,3.1,168.28,311.86,15,25.85,2939.66,8,205,50.44
Great White Shark,4.32,6.38,1079.23,2298.48,77,55.67,17101.02,13,320,219.57
Sand Tiger Shark,2.99,2.93,144.48,319.21,15,23.92,2768.26,9,213,53.79
Great White Shark,4.85,5.97,1149.74,2257.57,74,54.46,18283.11,12,273,205.72
Sand Tiger Shark,2.84,3.27,173.98,303.45,16,22.75,2894.13,9,214,47.87
Great White Shark,4.8,6.37,1141.94,2053.05,70,61.46,18633.34,11,278,180.94
Sand Tiger Shark,3.25,3.1,158.72,315.08,16,24.41,3192.3,9,215,50.21
Great White Shark,4.84,6.59,1191.9,2143.0,63,52.83,17119.43,12,302,196.82
Sand Tiger Shark,3.27,3.34,158.57,286.6,16,26.24,3062.45,9,210,50.73
Great White Shark,4.18,6.86,1133.24,2246.65,72,55.52,18541.06,13,315,219.14
Sand Tiger Shark,3.01,2.98,152.11,305.06,16,25.82,2713.45,9,180,49.17
Great White Shark,4.31,6.99,1042.23,2036.42,71,58.43,17173.83,13,287,190.28
Sand Tiger Shark,2.97,2.96,162.06,308.0,13,21.96,2732.03,9,209,54.38
Great White Shark,4.54,6.35,1068.38,2137.1,74,57.3,17732.8,12,286,216.53
Sand Tiger Shark,3.15,3.0,155.78,272.56,15,24.63,3170.65,8,187,47.87
Great White Shark,4.63,6.34,991.9,1990.66,64,55.52,18808.4,11,275,203.6
Sand Tiger Shark,2.73,2.98,156.57,314.55,14,23.7,3162.83,9,201,50.27
Great White Shark,4.55,6.68,1052.48,2367.35,73,55.02,18246.31,10,290,186.37
Sand Tiger Shark,3.14,3.01,173.35,287.61,15,23.39,2832.58,9,212,54.41
Great White Shark,4.35,6.89,1076.23,2111.76,74,51.19,17209.26,13,287,206.5
Sand Tiger Shark,2.91,3.44,172.65,310.05,16,25.89,3152.71,8,202,47.35
Great White Shark,4.43,6.0,1191.54,2014.76,70,52.14,18459.99,10,310,187.36
Sand Tiger Shark,3.06,3.1,169.18,325.88,15,25.98,2994.3,8,193,54.96
Great White Shark,4.57,5.79,1179.28,2196.43,73,55.17,19736.32,10,291,208.36
Sand Tiger Shark,2.82,2.9,161.79,307.21,14,22.88,2927.39,8,205,52.0
Great White Shark,4.28,6.93,1158.2,2407.66,75,54.76,16390.99,11,317,206.54
Sand Tiger Shark,2.71,3.05,160.06,317.44,15,26.0,2741.82,9,212,46.31
Great White Shark,4.06,5.76,1189.51,2291.51,69,53.87,18711.56,13,282,190.59
Sand Tiger Shark,3.29,3.16,153.44,289.86,13,21.93,2829.09,8,216,46.64
Great White Shark,4.74,6.55,1196.6,2361.24,69,56.63,18277.6,13,299,206.45
Sand Tiger Shark,3.13,3.45,172.34,285.88,13,23.84,2853.52,9,193,53.33
Great White Shark,4.93,5.82,1114.89,2356.43,71,56.94,16380.16,12,278,191.23
Sand Tiger Shark,3.09,3.44,172.38,302.24,15,25.73,3152.19,8,181,46.15
Great White Shark,4.49,6.77,1105.38,2043.69,63,58.54,18259.3,11,298,204.16
Sand Tiger Shark,2.71,3.25,156.05,288.56,14,22.64,2770.3,9,186,45.37
Great White Shark,4.81,6.71,1164.87,2276.95,72,59.33,17394.08,12,286,192.62
Sand Tiger Shark,3.13,3.04,157.51,278.16,14,25.52,2881.27,9,188,45.59
Great White Shark,4.69,5.91,1184.56,2032.29,73,57.27,19257.2,12,277,183.69
Sand Tiger Shark,2.82,3.29,152.71,274.23,16,23.92,2801.25,8,219,50.2
Great White Shark,4.49,6.14,1026.91,1983.47,66,50.65,18588.41,11,295,205.44
Sand Tiger Shark,3.01,3.04,163.43,311.13,15,21.85,3052.95,8,217,49.09
Great White Shark,4.6,6.79,994.4,1993.92,75,52.62,17201.77,13,291,215.94
Sand Tiger Shark,2.77,3.44,171.52,325.77,14,24.99,3026.23,8,211,48.17
Great White Shark,4.46,6.9,1201.01,2109.37,64,55.49,16735.66,12,271,210.4
Sand Tiger Shark,3.14,3.12,144.4,298.11,15,24.04,2831.28,9,208,53.22
Great White Shark,4.1,6.44,997.07,2381.51,71,58.69,19154.62,10,281,213.71
Sand Tiger Shark,3.07,2.93,157.35,278.79,15,24.29,2833.71,9,207,46.48
Great White Shark,4.67,6.96,1085.89,2023.74,72,54.6,19323.11,10,303,194.85
Sand Tiger Shark,2.77,2.91,156.91,272.32,16,24.9,2952.44,8,216,46.34
Great White Shark,4.77,6.67,1077.74,2154.83,73,59.46,19037.05,13,301,197.77
Sand Tiger Shark,2.78,3.52,157.83,311.28,14,23.25,3197.1,9,202,51.1
Great White Shark,4.75,5.82,1178.46,2152.19,64,51.6,18178.91,11,277,201.79
Sand Tiger Shark,2.82,3.03,165.06,286.29,16,22.99,3214.34,9,213,49.24
Great White Shark,4.81,5.78,1100.99,2113.55,71,52.95,17438.65,10,283,206.78
Sand Tiger Shark,2.87,2.94,155.55,285.56,14,26.24,3182.47,8,218,52.36
Great White Shark,4.82,6.46,1175.39,2239.06,68,52.53,16342.4,11,300,210.42
Sand Tiger Shark,3.25,3.1,166.48,321.37,15,22.69,2906.28,8,185,54.73
Great White Shark,4.78,6.18,999.0,2007.07,66,57.03,17910.01,10,292,183.33
Sand Tiger Shark,3.06,2.95,146.29,294.66,15,24.74,3066.16,8,182,48.45
Great White Shark,4.46,6.25,1087.69,2240.58,63,60.27,17047.28,11,286,183.88
Sand Tiger Shark,2.92,2.97,165.61,320.21,15,21.73,3241.21,8,217,47.87
Great White Shark,4.42,6.87,1097.34,2130.86,67,58.9,19234.69,13,288,192.56
Sand Tiger Shark,2.7,2.89,156.64,271.93,15,23.82,2823.02,8,207,48.08
Great White Shark,4.46,6.96,1117.43,2364.29,75,60.27,17671.17,11,286,185.16
Sand Tiger Shark,2.91,3.42,146.12,287.33,16,23.77,2803.6,8,217,52.54
Great White Shark,4.9,6.11,1092.27,2249.98,77,58.81,19649.9,11,278,203.34
Sand Tiger Shark,3.0,3.49,156.14,295.63,14,24.68,2852.79,8,216,45.28
Great White Shark,4.53,6.19,1013.11,2306.79,74,52.48,18231.59,10,311,207.28
Sand Tiger Shark,2.79,3.02,163.45,274.05,14,23.59,3064.36,8,180,47.48
Great White Shark,4.49,6.48,1000.3,2042.32,63,61.0,18825.44,10,310,194.93
Sand Tiger Shark,3.0,2.99,148.75,322.21,13,23.84,3052.77,8,215,48.22
Great White Shark,4.8,6.5,1015.27,2417.0,75,60.97,17336.74,11,271,186.05
Sand Tiger Shark,2.89,3.24,171.05,301.2,13,25.54,3188.65,9,219,50.42
Great White Shark,4.83,6.01,1157.66,2151.9,70,58.81,17327.87,12,303,202.79
Sand Tiger Shark,3.05,3.17,161.94,299.36,16,26.0,3197.7,9,198,46.91
Great White Shark,4.85,5.91,1017.06,2400.6,74,54.12,18883.7,11,271,208.11
Sand Tiger Shark,3.15,3.13,169.39,324.1,15,25.82,2792.94,8,195,47.7
Great White Shark,4.6,6.72,1126.36,2322.58,76,51.24,17453.7,10,274,200.3
Sand Tiger Shark,3.23,3.25,157.84,328.37,13,24.9,3297.57,9,217,53.24
Great White Shark,4.92,6.35,1123.48,2071.35,67,55.74,19068.91,10,323,208.63
Sand Tiger Shark,2.79,3.19,145.2,329.85,14,24.2,3150.69,9,183,52.35
Great White Shark,4.84,5.84,1082.63,2367.26,77,60.92,17553.14,11,320,185.53
Sand Tiger Shark,2.84,3.47,146.29,285.17,13,22.28,2744.47,9,212,46.31
Great White Shark,4.85,6.64,999.11,2059.33,69,51.16,18032.15,12,286,181.53
Sand Tiger Shark,2.85,3.14,173.97,323.15,13,24.97,3184.28,9,205,49.76
Great White Shark,4.85,6.74,1178.89,2016.97,63,53.25,16791.16,10,271,185.36
Sand Tiger Shark,3.19,3.24,146.05,301.86,16,25.84,2824.23,8,215,52.03
Great White Shark,4.55,6.44,1069.12,2231.99,63,53.96,16909.49,11,274,203.62
Sand Tiger Shark,3.09,2.88,154.18,321.66,16,22.84,2706.88,8,196,46.83
Great White Shark,4.49,5.9,1169.24,2038.44,65,53.9,17227.69,10,316,211.3
Sand Tiger Shark,2.88,3.08,157.8,329.01,13,26.26,3058.99,9,181,45.64
Great White Shark,4.57,6.72,1066.12,2010.86,75,53.46,16950.9,13,293,213.77
Sand Tiger Shark,2.97,2.99,165.79,303.51,13,21.96,3152.28,9,211,48.57
Great White Shark,4.5,6.15,1093.24,2206.2,76,56.14,19743.05,10,304,192.3
Sand Tiger Shark,2.79,3.27,150.05,279.91,14,23.8,2835.37,8,198,52.03
Great White Shark,4.23,6.68,1097.76,2067.91,69,56.08,16218.97,10,301,219.81
Sand Tiger Shark,2.92,2.98,149.3,291.85,14,26.06,3217.05,9,189,52.66
Great White Shark,4.8,6.41,1181.29,2269.15,75,55.02,19312.91,10,292,185.97
Sand Tiger Shark,3.01,3.33,160.85,284.57,13,22.28,2722.85,8,188,51.37
Great White Shark,4.94,6.93,1022.37,2160.13,76,52.69,19484.89,11,273,193.45
